harari_latin,english,category,notes
huzni,sadness,noun,emotion; from Arabic hazina
huzni asa,be sad; grieve,verb phrase,
huzni zalba,sad,adjective phrase,literally 'who has sadness'
i,yes,interjection,from Galla
ibad asa,pray,verb phrase,
ibada,prayer; worship,noun,from Arabic
id,holiday of id al-fitr after Ramadan,noun,from Arabic
idat,unknown noun example,noun,stress example
idda,instruments,noun,from Arabic
idda-be,there,adverb,
idde,here,adverb,
idoc,woman,noun,variant: indoc
if lahada,become rich,verb,lit. hold the nose (out of pride)
iga harir,thief (in slang),noun phrase,literally 'hand of silk'
igab,the action of putting incense into the censer and pray,noun,religious practice
igay,gourd for perfumed water for the bride's house,noun,container; wedding custom
igd havir,thief (slang),noun,lit. hand of sill
igdt,knowledge; experience; intention,noun,
igdt-be,intentionally,adverb,
igi,hand,noun,body part; cf. G. Te. ad
igi ad,inside of hand,noun phrase,
igi agi,back of the hand,noun,body part compound
igi dvdda,bit; lower the hand,verb,
igi hagi,back of the hand,noun,
igi harda,palm of the hand,noun,body part compound
igi lid,inside of the hand,noun,body part compound
igi mahata,clap hands / applaud,verb phrase,see igi
igi médhata,applaud; clap hands,verb,
igi mi,water served before or after meal for washing hands,noun,meal custom
igi mule,armful,noun,see igi
igi mull,handful,noun,measurement
igi ndsaa,greet,verb,
igi qof,empty-handed,adjective,
igi-ge,sleeve,noun,lit. 'side of the hand'
igi-gé,sleeve,noun,clothing
igi-wa writs aSa,kiss the hand,verb,greeting custom
igir,foot,noun,Ethiopic root
igir hubba,soccer,noun phrase,lit. ball played with foot
igir kubba,soccer,noun phrase,sport; literally 'ball played with foot'
igir surrab,socks,noun phrase,
igot,knowledge; intention,noun,
ihti,dysentery,noun,disease
iif,nose,noun,Semitic root
iif geddela,sling used for killing birds,noun phrase,
iif lihada,become rich,verb phrase,lit. hold the nose (out of pride)
iiga,road; street; way; means,noun,from Cushitic
iiga leta,travel,verb phrase,lit. go on the road
iiga midabiya,crossroad,noun phrase,lit. meeting place of the roads
iklil,the first period of the ziwal-season,noun,time/season
ila,until; till,preposition,from Arabic
ila qéssim,till; until,preposition,
ilawa,until; till,preposition,
ilawa-imperfect-géssi,until (conjunction),conjunction,
ilila,watch tower set up in the field to keep animals from eating the grain,noun,structure; from Cushitic
illa,great harm; disease resulting from being harmed,noun,from Arabic (illness)
illawa,except that; unless,conjunction,from Arabic
illi,purified liquid honey,noun,food
illima,trap,noun,from Galla
ilmo,small of living being (child; goat),noun,young creature; from Cushitic
imag,better,adjective,
imalabso zitfaga,lazy,adjective,lit. that which is destroyed before one puts it on
imalmana,excess; too much,adjective,
imam,prayer leader,noun,religious; from Arabic
imameat,turban,noun,clothing; from Arabic
imbi,ahead of time,adverb,in imbizitiat
imdan,faith,noun,religious
imma,or,conjunction,from Arabic
imma... imma,either... or,conjunction,
imman... walanin,either... or,conjunction,
imtihan aa,examine,verb,from Arabic
in,eye; spring; center,noun,body part
in affa,non-eatable mushroom,noun,lit. that which extinguishes the eye
in alfa,non-eatable mushroom,noun,lit. that what extinguishes the sight of the eye
in birbir bayti,twinkle; blink,verb,
in cigdir,eyelash,noun phrase,body part; lit. hair of eye
in digdiv-zo ziSsliida,rude,adjective,lit. who shaved his eyelashes
in ééha,cast eyes,verb,
in gaf,matter in the eyes,noun,
in galaba hafit,a very short time,noun,lit. the closing and the opening of the eye
in galaba heft,a very short time,noun,lit. 'the closing and the opening of the eye'
in giiléb aSa,overlook,verb,
in gilab asa,overlook,verb phrase,lit. 'close the eye halfway'
in nay,pupil of the eye,noun,body part; lit. light of eye
in qabiita,be blind,verb,lit. miss the eye
in uzun zilala,troublesome because of overconfidence (lit. who has no eyes nor ears),adjective,
in wafa'a,gush out (spring),verb,
in xiléla,blind,adjective,lit. who has no eye
in zdvaréina xana,hesitate in choosing,verb,
in-be ziria,eyewitness,noun,lit. who saw with the eye
in-be zivia,eyewitness,noun,lit. who saw with the eye
in-ta,he is,verb,copula
ina uaun zéléla,troublesome,adjective,lit. who has no eyes nor ears
indé,woman,noun,person
indet,woman,noun,variant of adet
indi lahit,thin bark of tree,noun,plant part
indoc,woman,noun,variant: idoc
indod,kind of tree the seeds of which are used for washing fine cloth,noun,plant
indy,respectable lady; matron,noun,person
indy gabata,special food sent by the bride's mother to the bride on the third day of the wedding,noun,lit. 'the bowl of the matron'
indy gabdta,special food sent by the bride's mother to the bride on the third day of the wedding,noun,wedding custom
indyaé,the women closely related to the prophet (wives; daughters),noun,religious
inet,wood,noun,material; cf. G. as
ingi,wood,noun,material
ingi lahif,thin bark of tree,noun,
ingi-wa qujti,medicinal herbs,noun,medicine
ingi-wa qutti,medicinal herbs,noun,lit. trees and leaves
ingir,foot,noun,body part
ingir ge ahli,relatives on the mother's side,noun,lit. 'relatives on the side of the foot'
ingir gé alli,relatives on the mother's side,noun,family; lit. relatives of the side of the foot
ingir-be mahata,kick,verb phrase,lit. hit with the foot
ingir-be méhata,kick,verb,lit. hit with foot
ingiy gé ahili,relatives on the mother's side,noun,family relationship
in¢igdy,eyelash,noun,body part; lit. hair of eye
innawa ... be,as a result of; because of,preposition,
inndwa filndt-zo-be,as a result of the quiet,phrase,
inné,no! (refusal),interjection,
innéfattal,hermaphrodite,noun,
insi,human,noun,from Arabic
iqab,punishment,noun,from Arabic
ir,sun,noun,celestial body
ir birbir,late in the afternoon,noun,time; lit. the fluttering of the sun
ir birbirti,late in the afternoon,noun,time
ir bO-t,the sun set,phrase,
ir haltité,east,noun,direction; lit. where the sun goes out
ir hottag,east,noun,direction
ir kiltabii?,west,noun,direction
ir kittabi?,west,noun,direction; lit. where the sun sets
ir mabéa,sunset,noun,time
ir mabo'a,sunset,noun,time
ir Sahan,ray,noun,
ir sdwérway,burning sun,noun,
ir wafatti,the sun rose,phrase,
iraat,nakedness,noun,
iraz,cloth; garment,noun,clothing
iraz mahata,weave,verb,craft
iraz muday,basket for clothes,noun,
irgisa siita,lend an object,verb,from Cushitic
iriyow iri,riddle; story; tale; folktale; formula to introduce a fable,noun,
irswarwar,burning sun,noun,
is,while,conjunction,
is-ahad,some,adjective,
is-ahad gir,sometimes,adverb,
is-ahad-le,one by one,adverb,
is-balat,special,adjective,
is-balbalat,different; separate,adjective,
is-balbilat,special,adjective,
is-hullu,true,adjective,
is-muffi,apart,adverb,
is-tan gir,perhaps,adverb,
isa'i,time of evening prayer between seven and eight,noun,religion/time
isahad,some; several; each,pronoun,
isahad-zo,each one; some (pronoun),pronoun,
isal,while he is,conjunction,
isara,sign; family name,noun,
isat,fire,noun,variant
isat atlahada,start the fire,verb,
isat bag asa,keep up the fire; revive the fire,verb,
isat cahava,take the embers from the fire,verb,
isat cehara,take embers from fire,verb phrase,
isat talahada,start to burn (fire),verb,
isfalti,asphalt,noun,from French/Italian
ishullu-be,truly,adverb,
isif kufay,sediment after butter has been melted,noun phrase,food
isis,butter,noun,food
isis hufay,sediment after butter has been melted,noun,food
islam,Moslem,noun,religion
isnin,Monday,noun,day of week
isqi,love between man and woman,noun,emotion
ista qada,even though,conjunction,
ista-zo,although,conjunction,
ista-zom,nevertheless; even though; in spite of this,conjunction,
ista... ista,whether... whether,conjunction,
ista(n) gir,perhaps,adverb,
istifrax asa,vomit on purpose,verb,from Arabic
iwag,crooked,adjective,from Arabic
iy hiltobir?,west (lit. where the sun sets),noun,direction
iy kiltoba',west,noun,direction; literally 'where the sun sets'
iy kittaba',west (lit. where the sun sets),noun,direction
izar,paternal uncle,noun,kinship
izar uxunlazax,nephew (lit. the one whose uncle I am),noun,kinship
izar uxunlazix,niece (lit. the one whose uncle I am),noun,kinship
ka'aba,testify,verb,
kab,food that is additional to the inay gabeta,noun,food
kaba,testify,verb,variant
kabaalla,pestle,noun,tool; from Cushitic
kabal,two small pieces of wood hit one against the other for rhythm,noun,music
kabandaran,more than everything,adverb,
kabel,handful,noun,measurement; from Cushitic
kabir,religious teacher; native doctor who heals through amulets,noun,occupation; from Arabic kabir 'experienced'
kabir gay hara,visit the native doctor,verb phrase,literally 'go to home of native doctor'
kabirniit,profession of teacher; piety,noun,
kadasal,charcoal,noun,
kaddi,obstinate,adjective,from Arabic
kaf baya-,feel sorry; be sad,verb phrase,emotion
kafafa,be light; be light-mannered,verb,
kafana,shroud,verb,from Arabic
kafata,open; uncover,verb,
kafata-,clear up (weather),verb,
kafawi,kind of cloth,noun,textile
kafif,light,adjective,
kafin,shroud,noun,
kafir,infidel,noun,religious; from Arabic
kafte,sorrow; sadness,noun,emotion
kafti,sadness; sorrow,noun,emotion
kafti zalba,who feels sorry,adjective phrase,
kah baya,become dry due to heat,verb phrase,
kahasa,compensate,verb,
kahkah,sound of knocking,noun,onomatopoeia
kahkah aa,hit against something so that it produces sound; produce a knocking sound,verb phrase,
kaka,maternal uncle,noun,family relation; from Cushitic
kaka uxunlazax,nephew,noun phrase,family; literally 'the one whose uncle I am' (masculine)
kaki,kind of cloth,noun,textile; from Persian/English khaki
kalaha,call someone by shouting,verb,
kalha,call someone by shouting,verb,variant
kalim,rug of cotton,noun,household; from Arabic
kalka,ax,noun,tool; from Cushitic
kaloyta,small cap,noun,clothing
kamacina,lorry,noun,vehicle; from Italian camioncino
kamal,perfection,noun,from Arabic
kamandaran,bad action or bad words added to a preceding bad action,noun,
kamil,complete,adjective,
kamiyol,truck,noun,vehicle; from French/Italian
kamiyol figa,motor road,noun phrase,
kammin,caraway seeds,noun,spice; from Arabic
kani,an s-shaped hook of iron,noun,tool; from Turkish/Venetian
kanif,latrine,noun,building; from Arabic
kanna,kind of tree,noun,plant
kara,road,noun,from Cushitic
karabi,myrrh,noun,substance
karabu,drum,noun,musical instrument
karafaha,have the smell of something rotten,verb,
karama,esteem,noun,from Arabic karama
karamella,candies,noun,food; from French caramel
karara,"become tight (thread that is twisted by passing it between the palms), become stiff (skin or a dead animal)",verb,
karat,"steep ascent, uphill, difficulty",noun,
karava,continual chatter so that the voice becomes hoarse,noun,
karazani,walking stick of bamboo,noun,object
karkaba asa,quarrel,verb phrase,
karra,curved sword,noun,weapon; from Cushitic
karru,slight gap between the two upper front teeth (considered a sign of beauty),noun,body/appearance; from Cushitic
karsi,"abdomen, belly",noun,body part
karsi agara,offend,verb,
karsi ajabaga,be cruel,verb,
karsi alata,purge,verb,lit. make the belly walk
karsi aleta,purge,verb,lit. make the stomach go
karsi an,cruel,adjective,lit. stomach like stone
karsi araa,reveal a secret,verb,lit. show the belly
karsi asta,conceive,verb,
karsi dirgat,constipation,noun,medical; lit. dryness of the abdomen
karsi malgalag,the last child born to a family,noun,lit. the rinsing of the stomach
karsi mullu?,pregnant,adjective,lit. stomach full
karsi quina,"stomachache, colic",noun,medical; lit. cutting of the stomach
karsim,"voracious, big eater, who has a big belly",adjective,
kas,cup made from a gourd,noun,container
kasa,beverage (often used for alcoholic drinks),noun,food/drink
kasal,charcoal,noun,material
kasana,prepare a delicious meal,verb,cooking
kasasa,accuse,verb,
kasbi,profit in business,noun,commerce
kasmasiia,adversary in a lawsuit,noun,legal
kasra,of inferior quality,adjective,
kassa,animal fat (not edible),noun,
kat,feather,noun,animal part
kataba,write,verb,from Arabic kataba
katambari,entrance of the compound,noun,variant: takamberi
katara,terrace in a field,noun,agriculture
katifa,"hash, cut into pieces, chop",verb,cooking
katimbari,entrance or gate of the compound,noun,architecture
kawiya,pressing iron,noun,object
kawiya asa,iron (verb),verb,
kawiya xana,be ironed,verb,
kayfiya,manner,noun,from Arabic kayfiyya
keba,testify,verb,variant
kibratina,haughty,adjective,
kibri,pride,noun,from Arabic kibr
kibri yabis,proud without having reasons for it,adjective phrase,
kibrit,match,noun,from Arabic
kibritina xana,be haughty,verb phrase,
kic baya,shrink,verb phrase,
kid,liver,noun,body part; cf. Heb. kabed
kid-zo-be qingib zibagala-bew,merciless,adjective phrase,literally 'person on whose liver a cactus grows'
kif,lung,noun,body part
kifala,pay,verb,
kifalot,paying back a favor,noun,
kihis,compensation,noun,
kihli,reconciliation; contract; agreement,noun,
kihli adamasa,violate an agreement,verb phrase,
kiir,testicles,noun,body part; from Cushitic
kikah aa,cause to make noise,verb phrase,
kikah baya,produce noise (mainly metal),verb phrase,
kiki,small hoe,noun,tool
kil,toward; where; after; when,preposition/conjunction,
kil ahay,backwards,adverb,
kil égad,in the future; to the front,adverb,
kiliptos,eucalyptus,noun,plant; from English
kilkil asa,tickle,verb phrase,
kilkilat,armpit,noun,body part; from Cushitic
kilma,word,noun,language; from Arabic kalima
kim,toward; to,preposition,
kim lay,upwards,adverb,
kim tahay,downwards,adverb,
kimandaran,more than everything,adverb,
kincc,kind of small thorn,noun,plant
kira,rent,noun,from Arabic
kira asa,hire,verb phrase,
kirar,string musical instrument,noun,musical instrument
kirbit,match,noun,metathesis for kibrit
kirira,wart,noun,medical/body
kirmi,rainy season,noun,season; weather
kirtat,secluded room of women,noun,architecture/room
kis,"pocket, bag",noun,container
kismadinia,adversary in a lawsuit,noun,legal; variant of kasmasiia
kissat,pocket money,noun,money; lit. that of the pocket
kissi waldi,"illegitimate child, bastard",noun,
kit,if you dare!; would you dare!,interjection,
kitab gar,"magician who writes amulets, sorcerer, native doctor",noun,occupation
kitli,kettle,noun,container; from English kettle
kiz,lie (noun),noun,
kiz amada,lie (verb),verb,
kizabdaniia,liar,noun,
kizzab,liar,noun,from Arabic kaddab
ko'ot,two; both; pair,numeral,
ko'ot gir,twice,adverb,
ko'ot guiti,centre; middle,noun phrase,literally 'middle of two'
ko'ottan,second,ordinal,
ko'ottay mawlid,name of month,noun phrase,
kofcor,locust,noun,insect; from Cushitic
kora,saddle,noun,equipment; from Arabic
kora'a,measure by cubits,verb,
korakeritt baya,be rough (surface),verb,
korma,"male (animal), brave",adjective,determinative of a male animal
kororima,kind of spice,noun,food/spice
kot,two; both; pair,numeral,variant
kotalik,Catholic,noun,religion; from Greek
krib,kind of cloth,noun,textile; from French crepe
krumba,kind of cabbage,noun,food/vegetable
kubba,ball,noun,from Arabic
kubbayya,cup of metal,noun,container; from Arabic
kufay,used leaves of tea or coffee or used husk of coffee beans after beverage has been brewed; leftover,noun,food
kufli,low shoe of Western type,noun,footwear
kuhul,antimony,noun,cosmetic; from Arabic kuhl
kulan,a group of persons or animals,noun,
kulan aga,come together (persons or animals),verb phrase,
kulan osu-bo,attack in group,verb phrase,
kulay,kidney,noun,body part; from Semitic
kulkulta,fringe,noun,
kull attay-be,everywhere,adverb,
kulli attay-be,everywhere,adverb,
kulli yom,daily,adverb,
kullu-,all,adjective,Semitic
kulul asa,roll,verb phrase,transitive
kulul baya,roll,verb phrase,intransitive
kum,thousand,numeral,from Cushitic
kumbulul baya,roll,verb phrase,intransitive; expression used by children
kummin,caraway seeds,noun,variant; from Arabic
kuntal,quintal,noun,measurement; from French/Italian
kununnu,male organ of child,noun,body part; from Cushitic
kuri,pond; water reservoir,noun,nature
kurkum-be mahafa,hit with knuckles,verb phrase,
kurra,crow,noun,animal/bird
kurraz,kind of lamp in which the burning wick is not enclosed,noun,object/lamp
kursi,"chair, stand on which the Koran is placed while one recites it",noun,furniture; from Arabic kursiyy
kuru',cubit,noun,unit of measurement
kurumbay,elbow,noun,body part
kus,heap,noun,
kusa,engaged; fiancee,noun,relationship
kusa asa,affiance; be engaged,verb,
kusar,kind of plant,noun,plant
kusinat,engagement,noun,relationship
kuskus,kind of biscuit,noun,food
kuskus asa,move (transitive),verb,
kuskus baya,"move slowly to another place, be displaced slowly",verb,
kut,"as, like, in order that",conjunction,
kut-be,"about, according to",preposition,
kutuf basar,chopped meat,noun,food
kutuf waldi,a very young child,noun,
kutwf,meal in which the bread is mixed with the sauce,noun,food
kuya,twenty,noun,number
la?axa,send,verb,
la?u,time of greatest heat of the day (12 to 2),noun,time
la?u ir,the sun of the time of the greatest heat,noun,
la... wala,neither... nor,conjunction,from Arabic
labaq bay,"cloth thrown over the shoulder, shawl",noun,clothing
labaq baya,"wrap oneself in the toga, throw a cloth over the shoulder",verb,
labaqa,lash (verb),verb,
labasa,dress (verb),verb,
labib,"flame, kind of lamp with a wick",noun,
labin,yawning,noun,
labin asa,yawn,verb,
labinam,who yawns,noun,
lablab baya,"flame, flicker",verb,
lafu,tree,noun,plant
lafu inay,log,noun,lit. the matron of the tree
lagada,have intercourse,verb,
laggalagga,hockey,noun,sport/game
lah,"plank, board, wooden writing tablet",noun,from Arabic
lah baya,be loose,verb,
lah-be,loosely,adverb,
lahada,"hold, seize, catch",verb,
lahama,"become soft (skin, cloth), be tender (meat), be easy (test)",verb,
lahasa,lick,verb,
lahata,peel off the tender bark of the branch or of the tree,verb,
lahdi,niche in the grave to lay the corpse,noun,from Arabic
lahlah asa,loosen,verb,
lahlah baya,be loose,verb,
lakam,near,adjective,
lakim asa,bring near,verb,
lakim baya,"be near, be close, come close, approach",verb,
lakin,but,conjunction,from Arabic
lakiskis,who mingles in trifling matters,noun,
lali,night,noun,
lam,cow,noun,animal
lam gaf,dung of cow,noun,
lam gif,dung of cow,noun,
lama?a,be extinguished (light),verb,
lamad,naturalized,adjective,
lamada,"study, learn",verb,
lamat,large basket,noun,container
lamba,lamp,noun,from Arabic/Italian
lamina,sample,noun,from Persian via Arabic
laqa,"grow, grow up",verb,
laqah,loan,noun,
laqah sata,lend,verb,lit. give a loan
laqama,pick up,verb,
laqaqa,twist out of joint,verb,
laqi,senior in scholastic degree in relation to alaf,noun,education
laqin,main meal (taken by farmers in morning; at midday by merchants),noun,food/meal
laqita,"mix, confuse",verb,
laslassa,"soft, smooth",adjective,
lat,tail of sheep,noun,animal part
lata,"leave, walk",verb,
latif,gentle,adjective,from Arabic
law ir,the sun of the time of the greatest heat,noun,
lawa,"bow, arc",noun,from Cushitic
lawlaw da,swing (transitive),verb,
lawnat,color,noun,from Arabic
lax,"messenger, envoy, message",noun,
laxa,send,verb,
laxa turuh asa,run errands,verb,
laxad turuh,errands,noun,lit. sent and called
lay,above; on; over; top; upper,preposition/adjective,
lay maraga,small basket lying on top of a large one,noun,lit. the place of above
lay moriga,small basket lying on top of a large one,noun,
lay-an lay asa,heap up,verb,
lay-be,"above, on, about",preposition,
laya,"separate, distinguish, make single",verb,
layli,night,noun,
laz,ground nut,noun,food; from Arabic
lazimnat,function of the lazim,noun,
lazom,"head of a locality, who is in charge of the mosque, caller to prayer",noun,occupation
lazom atawag,cock who crows and wakes up people,noun,animal
lazom atawaq,cock who crows and wakes up people,noun,animal
lehafa,peel a tree,verb,
léifu indy,log,noun,lit. the matron of the tree
lemam,"cream, skin of boiled milk",noun,food
libanat,incense,noun,from Arabic
libanat lafu,incense-growing tree,noun,
lifa?a,"become flexible because of being rubbed, exert oneself, toil, be exhausted",verb,
lifa?at,"help, fatigue",noun,
liflaf,lip,noun,body part
liga-b-,use is made of,verb,
ligi,"boy, son",noun,
ligi abardda,give the son in marriage,verb,
ligi misti,daughter-in-law,noun,lit. the wife of the son
ligi waldi,boy,noun,
liglag baya-,feel shaky in the legs due to fatigue,verb,
lihim,"soft (skin, cloth), tender (meat), easy (test), of weak character (person)",adjective,
lihim-be,easily,adverb,
limad,"custom, experience",noun,
limay,"success, relief, something that is better",noun,
limdi,custom,noun,
limi,origin (in compound limi-wa nasab),noun,
limi murgan,kind of pearl,noun,
limi murjan,kind of pearl,noun,
liqaraaha,inspect,verb,
liqih-be asama,sell on credit,verb,
liqlaqa,mix solids,verb,
lobabasa,dress completely,verb,
lobasa,dress (noun),noun,clothing
lotarina,express train,noun,transportation; from Italian littorina
lu?lu?,pearl,noun,from Arabic
luhut,peeled off,adjective,
lullugatta,the rinsing of the mouth after each course of qat,noun,
luqlug,"rinsed, whitewashed",adjective,
luqma,mouthful,noun,from Arabic
luqma asaba,take a mouthful,verb,
luqma asabat,take a mouthful,verb,
luqu? luqu? baya,feel symptoms of sickness,verb,
luy,separated,adjective,
luy luy,separated,adjective,
ma,or (in a question),conjunction,
ma-wa,or,conjunction,
ma?,no!,interjection,
ma?ana,meaning,noun,from Arabic
ma?at,silver,noun,
ma?fara dukkan,grocery store,noun,commerce; from Arabic
ma?ruf,"favor, please!",noun,from Arabic
maaltu,day (in daytime),noun,time
mabana-be,"between, among, within",preposition,from Arabic bayna with prefix ma-
mablal,dissolute life,noun,
mabrak,blessed,adjective,from Arabic
madabaya,"meeting point, center",noun,
madabelya,meeting point; center,noun,
madafa?,cannon,noun,weapon; from Arabic
madan,plain,noun,geography; from Arabic
maddasa,hammer,noun,tool
madrasa,school,noun,education; from Arabic
madu,"across, beyond, yonder",preposition,
maflis,court of justice,noun,from Arabic majlis
maftah,key,noun,see meftah
maftay,filter,noun,
maga,be better / be preferable,verb,
magala,suppurate / burst,verb,
magat,ditch,noun,from Galla magat
magdaf,animal chest,noun,lit. nose of magdap
magdda,burn (tr.) / cauterize / set on fire,verb,
magds gar,royal family,noun,
magi,pus,noun,cf. Amh. magal
magid,firewood,noun,also mimagid
magis gar,royal family,noun,probably from root ngs 'be king'
magrib,evening (from six to seven) / prayer at about six o'clock in the evening,noun,from Arabic magrib
magsat,penknife,noun,tool; loanword; variant: masqat
mah baya,kiss,verb,
mahalleq aga,spend money,verb phrase,lit. make go out money
mahasa,destroy / worsen,verb,
mahata,hit / beat / strike / knock / shoot,verb,
mahawa,object / goods / instrument / baggage / utensil / things,noun,
mahgit aa,cup (verb),verb,from root gm 'cup'
mahhata,he who hits,noun,
mahmudi,kind of cloth,noun,from Muhammad the merchant name
mahqi,heavy rain,noun,
mahrasa,plough,noun,tool
mahri,real property or cash assigned by the bridegroom to the bride which remains her property in case of divorce,noun,from Arabic mahr
mait gar,bedroom,noun,
maitaga,contribution in money to celebrate festivities; party organized with contributed money,noun,
maiz,table,noun,furniture; from Persian miz through Arabic
makfah,key / introduction,noun,see hafata 'open'
makina,machine,noun,from Italian machina
makina sifi,tailor (using) the machine,noun phrase,
makri,cunning / ruse,noun,from Arabic makr
mala,ways and means,noun,
mala asa,look for means,verb phrase,
malah,whetstone,noun,tool
malak,angel,noun,Semitic mal'ak
malan,instrument serving for applying antimony to the eyes,noun,from Arabic mil
malata,strip off,verb,
maldaya,iron armband above the elbow (used by men),noun,from Cushitic
malhag,"pledge, security, handle",noun,
malhaq,pledge / security / handle,noun,from tahada 'seize'
malisay,military rank,noun,
malla,twin,noun,
maltama,pin on the right side of the nose,noun,metathesis from matlama
maltu,day (in daytime),noun,time
malu,bald,adjective,from Cushitic
mamaštima,piece of cloth serving to clean a utensil,noun,see below
mambarta gar,living room,noun,
mambarti,livelihood,noun,for manbarta from nabara
mambarti gar,living room,noun,lit. room of livelihood
mamlah,choice,noun,
mamma,baby,noun,
mammar ty asa,carry on the shoulders,verb phrase,
mammaštima,piece of cloth serving to clean a utensil,noun,instrumental from maša 'rub'
mammay tor aa,carry on the shoulder,verb phrase,
mammil,customer / customer who buys frequently from the same seller / seller who sells frequently to the same buyer,noun,from Arabic mu'amil
mamtaha,place of washing cloth,noun,see meta
manat,sleeping,noun,
manat gar,bedroom,noun,lit. room of sleeping
mandala,chisel,noun,from nadala 'make a hole'
mandil,handkerchief,noun,from Arabic mandil
manga,sickle,noun,instrumental of nagga 'pluck out'
manga zab,handle of sickle,noun,see zab
mangad,the main street of Harar,noun,in andranya mangad from Amharic mangad
mangaga,jaw,noun,also in Cushitic
mangarar,roof gutter and downspout,noun,
mangasti,government,noun,from Amharic mangast
mangasti madarasa,government school,noun,see madarasa
manhata,instrument serving to churn,noun,tool
manka,spoon,noun,
manna',who prevents someone from doing something because of jealousy or animosity,noun,from Arabic manna'
mansi',evening festivities preceding the wedding day,noun,see mazaya
maqa,be warm / be hot / become lively / be animated,verb,
maqahi,coffeehouse / restaurant,noun,see qahwa
maqahi zala,coffeehouse owner,noun,lit. who has a coffeehouse
maqana,shyness,noun,
maqarahti,long piece of wood laid across the entrance on the inside and serving as a lock,noun,see aqahara
maqas,big scissors,noun,from Arabic miqass
maqaštima,pot for dough,noun,instrumental from aqosa 'knead'
maqatu,pot of clay,noun,
maqatu asa,cook,verb phrase,
maqatu sagala,place the pot on the fire,verb phrase,lit. suspend the pot
maqlama,light shawl of women,noun,probably from Arabic maqrama 'handkerchief'
maqofay,locker; conclusion,noun,
maqra,a few paragraphs of the Koran,noun,from Arabic maqra'
maqraga,small scissors,noun,from Semitic and Ethiopic root qrs / qrt 'cut'
maraga,place where one puts things,noun,noun of place from warada 'go down'
maran,companion (boy) / friend,noun,from Cushitic
maran tedabala,join the boys' mugad-association,verb phrase,see dabala
marannat,friendship,noun,
maraq amesita,cause discomfort to someone,verb phrase,see mesita
marara,be bitter,verb,Semitic and Ethiopic mrr 'be bitter'
marawaha,fan (n.),noun,from Arabic mirwaha
marax,sauce,noun,from Arabic maraq
marax masti,gourd for sauce,noun,see masti
maraxa,take booty,verb,
marayta,women of the same husband in relation to one another,noun,from Somali marayta
marbaraba,loft to the right of the entrance where objects are stored,noun,variant of mirabraba
mardi,bowels / intestines,noun,probably from Cushitic
marfi,needle,noun,from Semitic root rfy 'sew'
margagib,entrance,noun,
marhaba-be tagebbala,sit with crossed legs / sit restfully,verb phrase,lit. sit in a way of welcome
marhabba-be tigabala,sit with crossed legs; sit restfully,verb phrase,lit. 'sit in a way of welcome'
marifa,miracle,noun,from Arabic ma'rifa 'knowledge'
marit,smallpox,noun,from Galla marite
marita,strip off / take off the cloth or the carpet or a cover / penalize / fine,verb,
marixa,take booty / capture / captivate (figuratively),verb,
markab,boat,noun,from Arabic markab
marmag,basket or plate put under the grinding stone so that the ground flour falls into it,noun,perhaps from remada
marmar tor aa,carry on the shoulder,verb phrase,
marmara,place things in a disorderly way,verb,
marmir,shoulder,noun,probably from Cushitic
marr,bile,noun,from root mrr 'be bitter'
martu,hairdress of small children which is parted in the middle and let loose to dangle,noun,from Galla martu
marxib,evening (from six to seven),noun,metathesis of maxrib
mas,pregnant,adjective,connection with Te. 'amsa(t) 'be pregnant' is tempting
masa,be evening,verb,
maša,rub / erase / wipe,verb,
masal,going up; climbing,noun,
masal-le,for example / for instance,expression,
masala,appear / be like / resemble / seem,verb,Semitic and Ethiopic msl 'be like'
masana,barren,adjective,also in Cushitic
masara,be poured (liquid dough on the baking pan) / be spread (ink on paper),verb,
masarif,daily expenses (pl.),noun,plural of misraf from Arabic masarif
masasa,draw sword from sheath / draw out of a bunch (grass / wood),verb,
masat,evening,noun,
masata,be detestable / lose flavor (food) / be without flavor,verb,
masdala,appear; be like,verb,
masena,barren,adjective,
masgid,mosque,noun,from Arabic masjid
maskaba,funnel,noun,from Arabic maskaba 'basin'
maskin,poor,adjective,variant of miskin
maslalahti,pot of clay for coffee,noun,also in Galla masle
maslalahti af,spout of the coffee pot,noun,lit. the mouth of the coffee pot
masluf,idle / penniless due to idleness,adjective,from Cushitic
masnu,field or garden that is accessible for irrigation,noun,originally 'irrigation canal' probably from Arabic masnuww
masoy,kind of,noun,
masqal,cross (n.),noun,Ethiopic masqal
masqat,penknife,noun,tool; loanword; variant: magsat
masqit,penknife,noun,tool
masriq,east,noun,direction; from Ar. masriq
massa,equal / together,adjective/adverb,
massa massa,even / equal,adjective,
massa massa aa,flatten / make equal / level off,verb phrase,
massa massa xana,become equal,verb phrase,
massa-be,together,adverb,
masti,gourd with an opening in the large end serving to scoop up fluids,noun,from Semitic root sty 'drink'
mat,when?,adverb,
mat agana,make money,verb phrase,lit. 'find (things of) this world'
mata,wash clothes; (in slang) sell,verb,
matamiar,obedience,noun,
mataq,side of body; side (in general),noun,body part
matar,drowsiness,noun,state
matara dukkan,grocery store,noun,place
matbirariq,shiny appearance,noun,
matfaqar,game or amusement,noun,
matfaqar bagih,facetious,adjective,
matgadal,fight (noun),noun,
mathelad,end,noun,
matlay,filter,noun,tool
matlima,pin on the right side of the nose,noun,jewelry; from Ar. mitlama
matnafas,rest,noun,
matra,oath,noun,
